"userId","articleId","timeSpent","date"
"660167b035a59cd25a6b1d3c","666d1ebf943ea5c44151aa7d",6184,"2024-06-15T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666d1eaf943ea5c44151aa75",18263,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666d1ebf943ea5c44151aa7d",578587,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","666d1ebf943ea5c44151aa7d",214197,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","6668be4440f98ecea90c84aa",13419,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","66661c3de25f18ad60ff948b",9615,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","666b5f6cb569271700077843",179979,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666b5f6cb569271700077843",183144,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","66676c643588cee0f241629d",217955,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","66676c643588cee0f241629d",240005,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","666bce11b569271700078319",5011,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666aee07b569271700004f63",96263,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","666aee07b569271700004f63",101696,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666caf37943ea5c44151a445",277492,"2024-06-15T00:00:00.000Z"
"653548118a2815874166fa66","666caf37943ea5c44151a445",286723,"2024-06-15T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666d8f34943ea5c44151c2cb",192323,"2024-06-15T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666d8f3b943ea5c44151c2cf",216680,"2024-06-15T00:00:00.000Z"
"65f300509edbd593b5293db2","666dffb0943ea5c44159073f",239404,"2024-06-16T00:00:00.000Z"
"65f300509edbd593b5293db2","666dffbb943ea5c441590748",147684,"2024-06-16T00:00:00.000Z"
"65f300509edbd593b5293db2","666dffd4943ea5c441590750",150252,"2024-06-16T00:00:00.000Z"
"65f300509edbd593b5293db2","666d1eb9943ea5c44151aa79",133397,"2024-06-16T00:00:00.000Z"
"65f300509edbd593b5293db2","666c414a943ea5c4414a72e5",131800,"2024-06-16T00:00:00.000Z"
"65f300509edbd593b5293db2","6668c02240f98ecea90c8545",189995,"2024-06-16T00:00:00.000Z"
